Year,Investigation.Type,Country,Injury.Severity,Make.Model,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
2010,Incident,United States,Non-Fatal,Boeing 757-223,Commercial,0.0,0.0,0.0,185.0
2010,Incident,United States,Non-Fatal,Embraer Erj190,Commercial,0.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,American Al3,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Boeing 737-823,Commercial,0.0,0.0,0.0,165.0
2011,Accident,United States,Non-Fatal,Piper Pa-28-181,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Piper Pa-22-150,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Fatal,Rockwell S-2R,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Schweizer 269C-1,Instructional,0.0,0.0,0.0,1.0
2011,Accident,New Zealand,Non-Fatal,Bell 206,Commercial,0.0,1.0,0.0,0.0
2011,Incident,United States,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,0.0
2011,Accident,South Korea,Fatal,Cessna 172,Instructional,2.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 180H,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,1.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,1.0,1.0,0.0
2011,Incident,United States,Non-Fatal,Embraer Emb-145Lr,Commercial,0.0,0.0,0.0,32.0
2011,Accident,United States,Non-Fatal,Robinson R44,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Piper Pa-28-181,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,Brazil,Fatal,Cessna A188B,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 150L,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Beech A36,Business,0.0,0.0,0.0,3.0
2011,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2011,Incident,United States,Non-Fatal,Boeing 757-2Q8,Commercial,0.0,0.0,0.0,2.0
2011,Incident,United States,Non-Fatal,Hawker C90,Instructional,0.0,0.0,0.0,4.0
2011,Accident,Venezuela,Fatal,Scotts-Bell 47G-4A,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Boeing 767-300,Commercial,0.0,6.0,1.0,243.0
2011,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,3.0
2011,Accident,United States,Non-Fatal,Cessna 172H,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Fatal,Airborne Edge Xt-912-L,Instructional,2.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172H,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Fatal,Cessna 172S,Instructional,2.0,0.0,0.0,0.0
2011,Accident,Colombia,Fatal,Bell 206,Business,4.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Airbus A320-232,Commercial,0.0,1.0,1.0,117.0
2011,Accident,United States,Non-Fatal,Piper Pa-32R-301,Business,0.0,0.0,0.0,3.0
2011,Incident,United States,Non-Fatal,Boeing 737-823,Commercial,0.0,0.0,0.0,145.0
2011,Incident,Macao,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,110.0
2011,Accident,United States,Non-Fatal,Bell 206,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Embraer Erj 190-100 Igw,Commercial,0.0,0.0,1.0,92.0
2011,Accident,United States,Fatal,Piper Pa-28-181,Instructional,3.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Liberty Liberty Xl-2,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna Lc42-550Fg,Instructional,0.0,0.0,0.0,2.0
2011,Accident,Turks And Caicos,Fatal,Grumman G21,Business,4.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Boeing 757-232,Commercial,0.0,1.0,1.0,188.0
2011,Accident,United States,Non-Fatal,Beech C23,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Aeronca 7Ac,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Learjet 25,Commercial,0.0,0.0,0.0,6.0
2011,Accident,United States,Non-Fatal,Flight Ctsw,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Robinson R22 Beta Ii,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Piper Pa-28R-200,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Lancair Lc41-550Fg,Business,0.0,0.0,0.0,1.0
2011,Incident,United States,Non-Fatal,Boeing 757-232,Commercial,0.0,0.0,0.0,130.0
2011,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Ayres S2R-T34,Aerial Application,0.0,1.0,0.0,0.0
2011,Incident,Canada,Non-Fatal,Bombardier Bd-100-1A10,Business,0.0,0.0,0.0,3.0
2011,Accident,United States,Non-Fatal,Ams-Flight Dg-500 Elan Orion,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Rotorway A600,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Piper Pa28,Instructional,0.0,0.0,0.0,1.0
2011,Incident,United States,Non-Fatal,Bombardier Dhc 8 402,Commercial,0.0,0.0,0.0,40.0
2011,Accident,United States,Non-Fatal,Hiller Uh-12D,Business,0.0,0.0,0.0,2.0
2011,Incident,United States,Non-Fatal,Embraer Emb-145Xr,Commercial,0.0,0.0,0.0,46.0
2011,Accident,United States,Non-Fatal,Remos Gx,Instructional,0.0,0.0,0.0,3.0
2011,Accident,United States,Non-Fatal,Cessna Tu206G,Instructional,0.0,2.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Burr Rotorway Exec 162F,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Schweizer 269C-1,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,2.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Airbus F4-622R,Commercial,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Dassault-Breguet Falcon 10,Business,0.0,0.0,0.0,3.0
2011,Accident,United States,Non-Fatal,Hiller Uh-12E,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Embraer Emb-145Lr,Commercial,0.0,0.0,1.0,51.0
2011,Incident,United States,Non-Fatal,Boeing 737-7H4,Commercial,0.0,0.0,0.0,145.0
2011,Accident,United States,Non-Fatal,Cessna 425,Business,0.0,4.0,0.0,3.0
2011,Incident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,27.0
2011,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Boeing 737,Commercial,0.0,2.0,0.0,120.0
2011,Accident,United States,Non-Fatal,Eagle Dw1,Aerial Application,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Cessna A188,Aerial Application,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 310F,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Bombardier Cl600 2B19,Commercial,0.0,0.0,0.0,49.0
2011,Incident,United States,Non-Fatal,Embraer Emb-135Kl,Commercial,0.0,0.0,0.0,47.0
2011,Incident,United States,Non-Fatal,Airbus A320,Commercial,0.0,0.0,0.0,109.0
2011,Accident,United States,Non-Fatal,Piper Pa-28R-180,Instructional,0.0,0.0,3.0,0.0
2011,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,1.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172Rg,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Beech 35-B33,Instructional,0.0,3.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Robinson R22,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Robinson R22,Instructional,0.0,1.0,0.0,0.0
2011,Incident,United States,Non-Fatal,Beech 90B,Instructional,0.0,0.0,0.0,4.0
2011,Accident,United States,Non-Fatal,Boeing 777-223,Commercial,0.0,2.0,2.0,227.0
2011,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Airbus A380,Commercial,0.0,0.0,0.0,576.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Air At503,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Piper Pa-28-180,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Cessna 182H,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Flight Ctls,Instructional,0.0,0.0,0.0,1.0
2011,Incident,Spain,Non-Fatal,Boeing 767 323,Commercial,0.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Boeing 757-2B7,Commercial,0.0,0.0,1.0,185.0
2011,Accident,United States,Non-Fatal,Air At-802A,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Air At-802A,Aerial Application,0.0,0.0,1.0,1.0
2011,Accident,Russia,Non-Fatal,Grumman G164,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Beech F33A,Business,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Piper J3C-65,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Ayres S2R-R1340,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Airbus A330-323,Commercial,0.0,0.0,1.0,275.0
2011,Incident,United States,Non-Fatal,Boeing 737-7Q8,Commercial,0.0,0.0,0.0,139.0
2011,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,1.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Hughes 269B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Texas Oh-13E/M74,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Grumman G-164,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Air At-402A,Aerial Application,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Costruzioni P2002 Sierra,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Airbus A319,Commercial,0.0,0.0,1.0,124.0
2011,Accident,United States,Non-Fatal,Gulfstream-Schweizer Gulfstream Am G-164B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Air At-301,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Thrush S2R-T34,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Beech B24R,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Boeing 737-732,Commercial,0.0,0.0,0.0,298.0
2011,Accident,United States,Fatal,Bell Oh-58C,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Thrush S2R-T660,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Piper Pa-28R-201,Instructional,0.0,0.0,0.0,2.0
2011,Incident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,63.0
2011,Accident,Brazil,Fatal,Piper Pa-34-200,Instructional,4.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,De Dhc8,Commercial,0.0,0.0,1.0,3.0
2011,Accident,United States,Fatal,P&M Pegasus Quik 912S,Instructional,2.0,0.0,0.0,0.0
2011,Incident,United States,Non-Fatal,Beech 1900D,Commercial,0.0,0.0,0.0,11.0
2011,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Rockwell S-2R,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Socata Tbm-850,Business,0.0,0.0,1.0,3.0
2011,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Boeing 757,Commercial,0.0,1.0,1.0,185.0
2011,Accident,United States,Non-Fatal,Piper Pa-22-160,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Bell 47G-3B-1,Aerial Application,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Piper Pa-24-250,Business,0.0,0.0,0.0,1.0
2011,Incident,South Korea,Non-Fatal,Airbus A330,Commercial,0.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Bell 206B3,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Grumman G164,Aerial Application,0.0,2.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,2.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Eurocopter As 350 B2,Instructional,0.0,3.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Aero At-4 Lsa,Instructional,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Boeing 757-222,Commercial,0.0,0.0,0.0,190.0
2011,Accident,United States,Fatal,Cessna 172R,Business,4.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Hiller Uh-12E,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Schweizer Sgs 2-33A,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Aeronca 7Ac,Instructional,0.0,1.0,0.0,0.0
2011,Incident,United States,Non-Fatal,Embraer Emb-145,Commercial,0.0,0.0,0.0,52.0
2011,Accident,United States,Non-Fatal,Mooney M20R,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Fatal,Piper Pa-24-250,Instructional,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Remos Remos G-3/600,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Bombardier Cl600-2D24,Commercial,0.0,0.0,1.0,88.0
2011,Accident,United States,Non-Fatal,Air At-502B,Aerial Application,0.0,0.0,0.0,2.0
2011,Incident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,44.0
2011,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2011,Accident,Guatemala,Fatal,Air At-502B,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2011,Incident,India,Non-Fatal,Mcdonnell Md11 - F,Commercial,0.0,0.0,0.0,3.0
2011,Accident,Germany,Fatal,American A60Plus,Business,1.0,0.0,0.0,3.0
2011,Accident,United States,Non-Fatal,Boeing 757-222,Commercial,0.0,0.0,0.0,190.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 188,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Schweizer 269C,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 525A,Business,0.0,0.0,0.0,5.0
2011,Accident,United States,Non-Fatal,Ayres S2R-T34,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,3.0
2011,Accident,United States,Fatal,Piper Pa-36-300,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Dehavilland Beaver Dhc-2 Mk.3,Business,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Beech B23,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Cessna P210R,Business,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Bell 47G-4A,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Piper Pa-25-235,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna A185F,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Hiller Uh-12E,Aerial Application,0.0,1.0,0.0,0.0
2011,Incident,United States,Non-Fatal,Cessna 680,Business,0.0,0.0,0.0,3.0
2011,Incident,United States,Non-Fatal,Boeing 757-232,Commercial,0.0,3.0,0.0,175.0
2011,Accident,United States,Fatal,Air At-301,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Air At-502,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Mcdonnell Md88,Commercial,0.0,0.0,1.0,126.0
2011,Accident,United States,Non-Fatal,Rockwell S-2R,Aerial Application,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Piper Pa-36-285,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Fatal,Beech C24R,Instructional,2.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Air At301,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna A188,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Air At-502,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 150L,Instructional,0.0,2.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Richard Challenger Ii,Instructional,0.0,1.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2011,Incident,United States,Non-Fatal,Mcdonnell Dc-9-83(Md-83),Commercial,0.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna A188A,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Fatal,Bosonetto Thorp T-18,Instructional,2.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Arrow Oh-58C,Aerial Application,0.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Stinson 108-2,Business,0.0,2.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 150M,Instructional,0.0,0.0,2.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 150G,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Ayres S2R600,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Tl Stingsport,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Fatal,Schweizer Sgs 2-32,Instructional,1.0,0.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,1.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,2.0,0.0
2011,Accident,United States,Non-Fatal,Piper Pa-25-235,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Bombardier Cl600 2D24,Commercial,0.0,0.0,0.0,291.0
2011,Incident,Nigeria,Non-Fatal,Cessna 560 - Xl,Business,0.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Ayres S2R,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Beech 95-B55 (T42A),Business,0.0,0.0,0.0,3.0
2011,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Bell 47G-5,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Beech C35,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Cessna T210L,Business,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cirrus Sr20,Instructional,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Aero 100,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Non-Fatal,Grumman G-164A,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Air At-502,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Air At802,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Fatal,American Aa-1A,Instructional,2.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Piper Pa-36-375,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Cessna 177,Instructional,0.0,0.0,0.0,2.0
2011,Accident,United States,Fatal,Sikorsky S-55B,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Fatal,Sikorsky Uh-34D,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Wsk M-18A,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Fatal,Air At-602,Aerial Application,1.0,0.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Bell 47G-2A,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Texas Oh-13H/M74A,Aerial Application,0.0,1.0,0.0,0.0
2011,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,1.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Ayres S2R-G6,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Fatal,Tl Sting S3,Instructional,1.0,0.0,1.0,0.0
2011,Accident,China,Non-Fatal,Boeing 747-422,Commercial,0.0,4.0,1.0,380.0
2011,Accident,United States,Non-Fatal,Cessna 170A,Instructional,0.0,0.0,0.0,3.0
2011,Accident,United States,Non-Fatal,Mcfarland Rans S6S,Instructional,0.0,1.0,1.0,0.0
2011,Accident,United States,Non-Fatal,Weatherly 620B,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Garlick Oh-58C,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Bell 47G,Aerial Application,0.0,0.0,0.0,1.0
2011,Accident,United States,Non-Fatal,Texas Oh-13H/M74A,Aerial Application,0.0,0.0,0.0,1.0
